ServiceNo,Operator,Direction,StopSequence,BusStopCode
170,SBST,2,16,45109
170,SBST,2,17,45099
170,SBST,2,18,45079
170,SBST,2,19,45069
170,SBST,2,20,45059
170,SBST,2,21,45049
170,SBST,2,22,45039
170,SBST,2,23,45029
170,SBST,2,24,44999
170,SBST,2,25,45019
170,SBST,2,26,44069
170,SBST,2,27,44059
170,SBST,2,28,44049
170,SBST,2,29,44029
170,SBST,2,30,44019
170,SBST,2,31,43119
170,SBST,2,32,43109
170,SBST,2,33,43099
170,SBST,2,34,43089
170,SBST,2,35,43069
170,SBST,2,36,43059
170,SBST,2,37,43049
170,SBST,2,38,43029
170,SBST,2,39,43019
170,SBST,2,40,42119
170,SBST,2,41,42109
170,SBST,2,42,42089
170,SBST,2,43,42059
170,SBST,2,44,42049
170,SBST,2,45,42039
170,SBST,2,46,42029
170,SBST,2,47,42019
170,SBST,2,48,41089
170,SBST,2,49,41079
170,SBST,2,50,41069
170,SBST,2,51,41049
170,SBST,2,52,41029
170,SBST,2,53,41019
170,SBST,2,54,40099
170,SBST,2,55,40089
170,SBST,2,56,40079
170,SBST,2,57,40119
170,SBST,2,58,40069
170,SBST,2,59,40059
170,SBST,2,60,40049
170,SBST,2,61,40039
170,SBST,2,62,40029
170,SBST,2,63,40279
170,SBST,2,64,40019
170,SBST,2,65,07539
170,SBST,2,66,01109
170A,SBST,1,1,01109
170A,SBST,1,2,07551
170A,SBST,1,3,07531
170A,SBST,1,4,40011
170A,SBST,1,5,40271
170A,SBST,1,6,40021
170A,SBST,1,7,40031
170A,SBST,1,8,40041
170A,SBST,1,9,40051
170A,SBST,1,10,40111
170A,SBST,1,11,40071
170A,SBST,1,12,40081
170A,SBST,1,13,40091
170A,SBST,1,14,41011
170A,SBST,1,15,41021
170A,SBST,1,16,41031
170A,SBST,1,17,41041
170A,SBST,1,18,41051
170A,SBST,1,19,41061
170A,SBST,1,20,41071
170A,SBST,1,21,41081
170A,SBST,1,22,42011
170A,SBST,1,23,42021
170A,SBST,1,24,42031
170A,SBST,1,25,42041
170A,SBST,1,26,42051
170A,SBST,1,27,42061
170A,SBST,1,28,42071
170A,SBST,1,29,42091
170A,SBST,1,30,42111
170A,SBST,1,31,43011
170A,SBST,1,32,43021
170A,SBST,1,33,43041
170A,SBST,1,34,43051
170A,SBST,1,35,43061
170A,SBST,1,36,43071
170A,SBST,1,37,43081
170A,SBST,1,38,43091
170A,SBST,1,39,43111
170A,SBST,1,40,44011
170A,SBST,1,41,44021
170A,SBST,1,42,44041
170A,SBST,1,43,44051
170A,SBST,1,44,43991
170A,SBST,1,45,44061
170A,SBST,1,46,45011
170A,SBST,1,47,45021
170A,SBST,1,48,45031
170A,SBST,1,49,45041
170A,SBST,1,50,45051
170A,SBST,1,51,45061
170A,SBST,1,52,45071
170A,SBST,1,53,45091
170A,SBST,1,54,45101
170A,SBST,1,55,45111
170A,SBST,1,56,45121
170A,SBST,1,57,45131
170A,SBST,1,58,46021
170A,SBST,1,59,46031
170A,SBST,1,60,46041
170A,SBST,1,61,46051
170A,SBST,1,62,46069
170X,SBST,1,1,45131
170X,SBST,1,2,46021
170X,SBST,1,3,46031
170X,SBST,1,4,46041
170X,SBST,1,5,46051
170X,SBST,1,6,46101
170X,SBST,1,7,46211
170X,SBST,1,8,47711
170X,SBST,2,1,47711
170X,SBST,2,2,46219
170X,SBST,2,3,46109
170X,SBST,2,4,46059
170X,SBST,2,5,46049
170X,SBST,2,6,46039
170X,SBST,2,7,46029
170X,SBST,2,8,45139
171,SMRT,1,1,59009
171,SMRT,1,2,59141
171,SMRT,1,3,59111
171,SMRT,1,4,57089
171,SMRT,1,5,57079
171,SMRT,1,6,57069
171,SMRT,1,7,57059
171,SMRT,1,8,48149
171,SMRT,1,9,48069
171,SMRT,1,10,48059
171,SMRT,1,11,48049
171,SMRT,1,12,48039
171,SMRT,1,13,48029
171,SMRT,1,14,48019
171,SMRT,1,16,44269
171,SMRT,1,17,44229
171,SMRT,1,18,44219
171,SMRT,1,19,44209
171,SMRT,1,20,44731
171,SMRT,1,21,44909
171,SMRT,1,22,44029
171,SMRT,1,23,44201
171,SMRT,1,24,44211
171,SMRT,1,25,44221
171,SMRT,1,26,44261
171,SMRT,1,28,48011
171,SMRT,1,29,48021
171,SMRT,1,30,48031
171,SMRT,1,31,48041
171,SMRT,1,32,48051
171,SMRT,1,33,48061
171,SMRT,1,34,48141
171,SMRT,1,35,57051
171,SMRT,1,36,57061
171,SMRT,1,37,57071
171,SMRT,1,38,57081
171,SMRT,1,39,59119
171,SMRT,1,40,59149
171,SMRT,1,41,59009
172,SMRT,1,1,44009
172,SMRT,1,2,44539
172,SMRT,1,3,44399
172,SMRT,1,4,44111
172,SMRT,1,5,44109
172,SMRT,1,6,44099
172,SMRT,1,7,44089
172,SMRT,1,8,44689
172,SMRT,1,9,44079
172,SMRT,1,10,30089
172,SMRT,1,11,30099
172,SMRT,1,12,30059
172,SMRT,1,13,30049
172,SMRT,1,14,30039
172,SMRT,1,15,30029
172,SMRT,1,16,30019
172,SMRT,1,17,31199
172,SMRT,1,18,31179
172,SMRT,1,19,31169
172,SMRT,1,20,31159
172,SMRT,1,21,31059
172,SMRT,1,22,31049
172,SMRT,1,23,31039
172,SMRT,1,24,31029
172,SMRT,1,25,31019
172,SMRT,1,26,27129
172,SMRT,1,27,27109
172,SMRT,1,28,27099
172,SMRT,1,29,21379
172,SMRT,1,30,21369
172,SMRT,1,32,22491
172,SMRT,1,33,22009
172,SMRT,2,1,22009
172,SMRT,2,2,22499
172,SMRT,2,4,21361
172,SMRT,2,5,21371
172,SMRT,2,6,27091
172,SMRT,2,7,27101
172,SMRT,2,8,27121
172,SMRT,2,9,31011
172,SMRT,2,10,31021
172,SMRT,2,11,31031
172,SMRT,2,12,31041
172,SMRT,2,13,31051
172,SMRT,2,14,31151
172,SMRT,2,15,31161
172,SMRT,2,16,31171
172,SMRT,2,17,31191
172,SMRT,2,18,30011
172,SMRT,2,19,30021
172,SMRT,2,20,30031
172,SMRT,2,21,30041
172,SMRT,2,22,30051
172,SMRT,2,23,30091
172,SMRT,2,24,30081
172,SMRT,2,25,44071
172,SMRT,2,26,45451
172,SMRT,2,27,44081
172,SMRT,2,28,44091
172,SMRT,2,29,44101
172,SMRT,2,30,44119
172,SMRT,2,31,44391
172,SMRT,2,32,44009
173,TTS,1,1,43009
173,TTS,1,2,43419
173,TTS,1,3,43399
173,TTS,1,4,43389
173,TTS,1,5,43519
173,TTS,1,6,43749
173,TTS,1,7,43739
173,TTS,1,8,43169
173,TTS,1,9,43231
173,TTS,1,10,43241
173,TTS,1,11,43291
173,TTS,1,12,43301
173,TTS,1,13,43261
173,TTS,1,14,43811
173,TTS,1,15,43821
173,TTS,1,16,43029
173,TTS,1,17,43019
173,TTS,1,18,42119
173,TTS,1,19,42099
173,TTS,1,20,42151
173,TTS,1,21,42161
173,TTS,1,22,42239
173,TTS,1,23,42309
173,TTS,1,24,42249
173,TTS,1,25,42291
173,TTS,1,26,42209
173,TTS,1,27,28109
173,TTS,1,28,28189
173,TTS,1,29,28019
173,TTS,1,30,20109
173,TTS,1,31,17189
173,TTS,1,32,17009
173,TTS,1,33,17181
173,TTS,1,34,20101
173,TTS,1,35,28011
173,TTS,1,36,28181
173,TTS,1,37,28101
173,TTS,1,38,42201
173,TTS,1,39,42299
173,TTS,1,40,42241
173,TTS,1,41,42301
173,TTS,1,42,42231
173,TTS,1,43,42169
173,TTS,1,44,42159
173,TTS,1,45,42091
173,TTS,1,46,42111
173,TTS,1,47,43011
173,TTS,1,48,43021
173,TTS,1,49,43829
173,TTS,1,50,43819
173,TTS,1,51,43267
173,TTS,1,52,43309
173,TTS,1,53,43289
173,TTS,1,54,43249
173,TTS,1,55,43239
173,TTS,1,56,43161
173,TTS,1,57,43731
173,TTS,1,58,43741
173,TTS,1,59,43511
173,TTS,1,60,43381
173,TTS,1,61,43391
173,TTS,1,62,43411
173,TTS,1,63,43009
173A,TTS,1,1,43009
173A,TTS,1,2,43419
173A,TTS,1,3,43399
173A,TTS,1,4,43389
173A,TTS,1,5,43519
173A,TTS,1,6,43749
173A,TTS,1,7,43739
173A,TTS,1,8,43169
174,SBST,1,1,22009
174,SBST,1,2,21361
174,SBST,1,3,21399
174,SBST,1,4,21421
174,SBST,1,5,21241
174,SBST,1,6,21161
174,SBST,1,7,43459
174,SBST,1,8,43349
174,SBST,1,9,43539
174,SBST,1,10,43409
174,SBST,1,11,43411
174,SBST,1,12,43179
174,SBST,1,13,43189
174,SBST,1,14,43199
174,SBST,1,15,43209
174,SBST,1,16,42199
174,SBST,1,17,42189
174,SBST,1,18,42179
174,SBST,1,19,42169
174,SBST,1,20,42159
174,SBST,1,21,42259
174,SBST,1,22,42089
174,SBST,1,23,42059
174,SBST,1,24,42049
174,SBST,1,25,42039
174,SBST,1,26,42029
174,SBST,1,27,42019
174,SBST,1,28,41089
174,SBST,1,29,41079
174,SBST,1,30,41069
174,SBST,1,31,41049
174,SBST,1,32,41119
174,SBST,1,33,41109
174,SBST,1,34,11119
174,SBST,1,35,11109
174,SBST,1,36,11099
174,SBST,1,37,11229
174,SBST,1,38,11219
174,SBST,1,39,11209
174,SBST,1,40,13029
174,SBST,1,41,13019
174,SBST,1,42,09149
174,SBST,1,43,09159
174,SBST,1,44,09169
174,SBST,1,45,09179
174,SBST,1,46,09047
174,SBST,1,47,09037
174,SBST,1,48,08138
174,SBST,1,49,08057
174,SBST,1,50,08069
174,SBST,1,51,04167
174,SBST,1,52,04249
174,SBST,1,53,05029
174,SBST,1,55,05131
174,SBST,1,56,06171
174,SBST,1,57,06031
174,SBST,1,58,06029
174,SBST,1,59,10011
174,SBST,1,60,10041
174,SBST,1,61,10499
174,SBST,2,1,10499
174,SBST,2,2,10049
174,SBST,2,3,10017
174,SBST,2,4,06011
174,SBST,2,5,06039
174,SBST,2,6,06189
174,SBST,2,7,05023
174,SBST,2,8,04222
174,SBST,2,9,04223
174,SBST,2,10,04143
174,SBST,2,11,04121
174,SBST,2,12,08041
174,SBST,2,13,08031
174,SBST,2,14,08111
174,SBST,2,15,08121
174,SBST,2,16,09059
174,SBST,2,17,09022
174,SBST,2,18,09111
174,SBST,2,19,09121
174,SBST,2,20,09131
174,SBST,2,21,09141
174,SBST,2,22,13011
174,SBST,2,23,13021
174,SBST,2,24,11201
174,SBST,2,25,11211
174,SBST,2,26,11221
174,SBST,2,27,11091
174,SBST,2,28,11101
174,SBST,2,29,11111
174,SBST,2,30,41101
174,SBST,2,31,41111
174,SBST,2,32,41031
174,SBST,2,33,41041
174,SBST,2,34,41051
174,SBST,2,35,41061
174,SBST,2,36,41071
174,SBST,2,37,41081
174,SBST,2,38,42011
174,SBST,2,39,42021
174,SBST,2,40,42031
174,SBST,2,41,42041
174,SBST,2,42,42051
174,SBST,2,43,42061
174,SBST,2,44,42071
174,SBST,2,45,42151
174,SBST,2,46,42161
174,SBST,2,47,42171
174,SBST,2,48,42181
174,SBST,2,49,42191
174,SBST,2,50,43201
174,SBST,2,51,43191
174,SBST,2,52,43181
174,SBST,2,53,43171
174,SBST,2,54,43419
174,SBST,2,55,43401
174,SBST,2,56,43531
174,SBST,2,57,43341
174,SBST,2,58,43452
174,SBST,2,59,21249
174,SBST,2,60,21429
174,SBST,2,61,21391
174,SBST,2,62,21369
174,SBST,2,63,22009
174e,SBST,1,1,22009
174e,SBST,1,2,21361
174e,SBST,1,3,21399
174e,SBST,1,4,21421
174e,SBST,1,5,21241
174e,SBST,1,6,43349
174e,SBST,1,7,43539
174e,SBST,1,8,43409
174e,SBST,1,9,43411
174e,SBST,1,10,43179
174e,SBST,1,11,43189
174e,SBST,1,12,43199
174e,SBST,1,15,42189
174e,SBST,1,16,42179
174e,SBST,1,17,42169
174e,SBST,1,18,42159
174e,SBST,1,39,13019
174e,SBST,1,41,09159
174e,SBST,1,42,09169
174e,SBST,1,43,09179
174e,SBST,1,44,09047
174e,SBST,1,45,09037
174e,SBST,1,46,08138
174e,SBST,1,47,08057
174e,SBST,1,48,08069
174e,SBST,1,49,04167
174e,SBST,1,50,04249
174e,SBST,1,51,05029
174e,SBST,1,53,05131
174e,SBST,1,54,06171
174e,SBST,1,55,06031
174e,SBST,1,56,06029
174e,SBST,1,57,10011
174e,SBST,1,58,10499
174e,SBST,2,1,10499
174e,SBST,2,2,10017
174e,SBST,2,3,06011
174e,SBST,2,4,06039
174e,SBST,2,5,06189
174e,SBST,2,6,05023
174e,SBST,2,7,04222
174e,SBST,2,8,04223
174e,SBST,2,9,04143
174e,SBST,2,10,04121
174e,SBST,2,11,08041
174e,SBST,2,12,08031
174e,SBST,2,13,08111
174e,SBST,2,14,08121
174e,SBST,2,15,09059
174e,SBST,2,16,09022
174e,SBST,2,17,09111
174e,SBST,2,18,09121
174e,SBST,2,19,09131
174e,SBST,2,21,13011
174e,SBST,2,44,42151
174e,SBST,2,45,42161
174e,SBST,2,46,42171
174e,SBST,2,47,42181
174e,SBST,2,50,43191
174e,SBST,2,51,43181
174e,SBST,2,52,43171
174e,SBST,2,53,43419
174e,SBST,2,54,43401
174e,SBST,2,55,43531
174e,SBST,2,56,43341
174e,SBST,2,57,21249
174e,SBST,2,58,21429
174e,SBST,2,59,21391
174e,SBST,2,60,21369
174e,SBST,2,61,22009
175,SBST,1,1,17009
175,SBST,1,2,17239
175,SBST,1,3,17259
175,SBST,1,4,17049
175,SBST,1,5,17039
175,SBST,1,6,17369
175,SBST,1,7,17309
175,SBST,1,8,17359
175,SBST,1,9,17299
175,SBST,1,10,16249
175,SBST,1,11,16239
175,SBST,1,12,16229
175,SBST,1,13,16219
175,SBST,1,14,15219
175,SBST,1,15,15209
175,SBST,1,16,15199
175,SBST,1,17,15169
175,SBST,1,18,15159
175,SBST,1,19,15149
175,SBST,1,20,15041
175,SBST,1,21,15051
175,SBST,1,23,14369
175,SBST,1,24,14219
175,SBST,1,25,14209
175,SBST,1,26,14199
175,SBST,1,27,10331
175,SBST,1,28,10089
175,SBST,1,29,10079
175,SBST,1,31,06051
175,SBST,1,32,06071
175,SBST,1,33,06081
175,SBST,1,34,06131
175,SBST,1,35,13121
175,SBST,1,36,13141
175,SBST,1,37,13191
175,SBST,1,38,09048
175,SBST,1,39,09038
175,SBST,1,40,08138
175,SBST,1,41,08057
175,SBST,1,42,08069
175,SBST,1,43,04179
175,SBST,1,44,01012
175,SBST,1,45,01112
175,SBST,1,46,01121
175,SBST,1,47,01211
175,SBST,1,48,01311
175,SBST,1,49,07371
175,SBST,1,50,60011
175,SBST,1,51,60021
175,SBST,1,52,60031
175,SBST,1,53,80291
175,SBST,1,54,80301
175,SBST,1,55,80311
175,SBST,1,56,80109
175,SBST,1,57,80009
175,SBST,2,1,80009
175,SBST,2,2,80101
175,SBST,2,3,80319
175,SBST,2,4,80309
175,SBST,2,5,80299
175,SBST,2,6,60039
175,SBST,2,7,60029
175,SBST,2,8,60019
175,SBST,2,9,07369
175,SBST,2,10,07379
175,SBST,2,11,01339
175,SBST,2,12,01329
175,SBST,2,13,01229
175,SBST,2,14,01139
175,SBST,2,15,01039
175,SBST,2,16,01029
175,SBST,2,17,04111
175,SBST,2,18,04121
175,SBST,2,19,08041
175,SBST,2,20,08031
175,SBST,2,21,08111
175,SBST,2,22,08121
175,SBST,2,23,09059
175,SBST,2,24,09022
175,SBST,2,25,13199
175,SBST,2,26,13159
175,SBST,2,27,13139
175,SBST,2,28,13119
175,SBST,2,29,06129
175,SBST,2,30,06069
175,SBST,2,33,10071
175,SBST,2,34,10501
175,SBST,2,35,10081
175,SBST,2,36,10339
175,SBST,2,37,14241
175,SBST,2,38,14191
175,SBST,2,39,14201
175,SBST,2,40,14471
175,SBST,2,41,14211
175,SBST,2,42,18019
175,SBST,2,43,15059
175,SBST,2,44,15049
175,SBST,2,45,15141
175,SBST,2,46,15151
175,SBST,2,47,15161
175,SBST,2,48,15191
175,SBST,2,49,15201
175,SBST,2,50,15211
175,SBST,2,51,16211
175,SBST,2,52,16221
175,SBST,2,53,16231
175,SBST,2,54,16241
175,SBST,2,55,17291
175,SBST,2,56,17351
175,SBST,2,57,17301
175,SBST,2,59,17081
175,SBST,2,60,17031
175,SBST,2,61,17041
175,SBST,2,62,17251
175,SBST,2,63,17161
175,SBST,2,64,17171
175,SBST,2,65,17009
176,SMRT,1,1,45009
176,SMRT,1,3,44259
176,SMRT,1,4,44029
176,SMRT,1,5,44019
176,SMRT,1,6,43119
176,SMRT,1,7,43109
176,SMRT,1,8,43099
176,SMRT,1,9,43089
176,SMRT,1,10,43279
176,SMRT,1,11,43268
176,SMRT,1,12,43259
176,SMRT,1,13,43249
176,SMRT,1,14,43239
176,SMRT,1,15,43449
176,SMRT,1,16,43439
176,SMRT,1,17,43429
176,SMRT,1,18,43419
176,SMRT,1,19,43401
176,SMRT,1,20,43321
176,SMRT,1,21,43371
176,SMRT,1,22,43699
176,SMRT,1,23,28629
176,SMRT,1,24,28319
176,SMRT,1,25,28449
176,SMRT,1,26,28431
176,SMRT,1,27,28249
176,SMRT,1,28,28239
176,SMRT,1,29,28229
176,SMRT,1,30,20269
176,SMRT,1,31,20259
176,SMRT,1,32,20159
176,SMRT,1,33,20149
176,SMRT,1,34,20139
176,SMRT,1,35,20289
176,SMRT,1,36,17339
176,SMRT,1,37,17329
176,SMRT,1,38,17319
176,SMRT,1,39,17369
176,SMRT,1,40,17309
176,SMRT,1,41,17359
176,SMRT,1,42,17299
176,SMRT,1,43,16249
176,SMRT,1,44,16239
176,SMRT,1,45,16229
176,SMRT,1,46,16219
176,SMRT,1,47,15219
176,SMRT,1,48,15209
176,SMRT,1,49,15199
176,SMRT,1,50,15169
176,SMRT,1,51,15159
176,SMRT,1,52,15149
176,SMRT,1,53,14189
176,SMRT,1,54,14179
176,SMRT,1,55,14169
176,SMRT,1,56,14041
176,SMRT,1,57,14051
176,SMRT,1,58,14241
176,SMRT,1,59,10331
176,SMRT,1,60,10009
176,SMRT,2,1,10009
176,SMRT,2,2,10339
176,SMRT,2,3,14249
176,SMRT,2,4,14059
176,SMRT,2,5,14049
176,SMRT,2,6,14161
176,SMRT,2,7,14171
176,SMRT,2,8,15141
176,SMRT,2,9,15151
176,SMRT,2,10,15161
176,SMRT,2,11,15191
176,SMRT,2,12,15201
176,SMRT,2,13,15211
176,SMRT,2,14,16211
176,SMRT,2,15,16221
176,SMRT,2,16,16231
176,SMRT,2,17,16241
176,SMRT,2,18,17291
176,SMRT,2,19,17351
176,SMRT,2,20,17301
176,SMRT,2,21,17361
176,SMRT,2,22,17311
176,SMRT,2,23,17321
176,SMRT,2,24,17331
176,SMRT,2,25,20281
176,SMRT,2,26,20131
176,SMRT,2,27,20141
176,SMRT,2,28,20151
176,SMRT,2,29,20251
176,SMRT,2,30,20261
176,SMRT,2,31,20271
176,SMRT,2,32,28221
176,SMRT,2,33,28231
176,SMRT,2,34,28241
176,SMRT,2,35,28439
176,SMRT,2,36,28441
176,SMRT,2,37,28311
176,SMRT,2,38,28621
176,SMRT,2,39,43691
176,SMRT,2,40,43379
176,SMRT,2,41,43329
176,SMRT,2,42,43409
176,SMRT,2,43,43411
176,SMRT,2,44,43421
176,SMRT,2,45,43431
176,SMRT,2,46,43441
176,SMRT,2,47,43231
176,SMRT,2,48,43241
176,SMRT,2,49,43251
176,SMRT,2,50,43261
176,SMRT,2,51,43271
176,SMRT,2,52,43061
176,SMRT,2,53,43071
176,SMRT,2,54,43081
176,SMRT,2,55,43091
176,SMRT,2,56,43111
176,SMRT,2,57,44011
176,SMRT,2,58,44021
176,SMRT,2,59,44251
176,SMRT,2,61,45009
177,TTS,1,1,43009
177,TTS,1,2,43179
177,TTS,1,3,43169
177,TTS,1,4,43231
177,TTS,1,5,43241
177,TTS,1,6,43251
177,TTS,1,7,43261
177,TTS,1,8,43151
177,TTS,1,9,43719
177,TTS,1,10,43111
177,TTS,1,11,44011
177,TTS,1,12,44021
177,TTS,1,13,44251
177,TTS,1,14,44739
177,TTS,1,15,44859
177,TTS,1,16,44019
177,TTS,1,17,43119
177,TTS,1,18,43721
177,TTS,1,19,43719
177,TTS,1,20,43159
177,TTS,1,21,43268
177,TTS,1,22,43259
177,TTS,1,23,43249
177,TTS,1,24,43239
177,TTS,1,25,43161
177,TTS,1,26,43171
177,TTS,1,27,43009
178,SMRT,1,1,46009
178,SMRT,1,2,46291
178,SMRT,1,3,46199
178,SMRT,1,4,46181
178,SMRT,1,5,46209
178,SMRT,1,6,46709
178,SMRT,1,7,46119
178,SMRT,1,8,46091
178,SMRT,1,9,46059
178,SMRT,1,10,46049
178,SMRT,1,11,46039
178,SMRT,1,12,46029
178,SMRT,1,13,45139
178,SMRT,1,14,45129
178,SMRT,1,15,45119
178,SMRT,1,16,45109
178,SMRT,1,17,45099
178,SMRT,1,18,45079
178,SMRT,1,19,45069
178,SMRT,1,20,45059
178,SMRT,1,21,45049
178,SMRT,1,22,45039
178,SMRT,1,23,45029
178,SMRT,1,24,44999
178,SMRT,1,25,45019
178,SMRT,1,26,44069
178,SMRT,1,27,44059
178,SMRT,1,28,44049
178,SMRT,1,29,44029
178,SMRT,1,30,44019
178,SMRT,1,31,43119
178,SMRT,1,32,43109
178,SMRT,1,33,43099
178,SMRT,1,34,43089
178,SMRT,1,35,43069
178,SMRT,1,36,43059
178,SMRT,1,37,43049
178,SMRT,1,38,43029
178,SMRT,1,39,43631
178,SMRT,1,40,43201
178,SMRT,1,41,43191
178,SMRT,1,42,43181
178,SMRT,1,43,43171
178,SMRT,1,44,43419
178,SMRT,1,45,43401
178,SMRT,1,46,43531
178,SMRT,1,47,43341
178,SMRT,1,48,43453
178,SMRT,1,49,28299
178,SMRT,1,50,28289
178,SMRT,1,51,28279
178,SMRT,1,52,28269
178,SMRT,1,53,28259
178,SMRT,1,54,28249
178,SMRT,1,55,28239
178,SMRT,1,56,28309
178,SMRT,1,57,20061
178,SMRT,1,58,20081
178,SMRT,1,59,21011
178,SMRT,1,60,21021
178,SMRT,1,61,21171
178,SMRT,1,62,21181
178,SMRT,1,63,21191
178,SMRT,1,64,21271
178,SMRT,1,65,21201
178,SMRT,1,66,21211
178,SMRT,1,67,21681
178,SMRT,1,68,21691
178,SMRT,1,69,22491
178,SMRT,1,70,22009
178,SMRT,2,1,22009
178,SMRT,2,2,22499
178,SMRT,2,3,21699
178,SMRT,2,4,21689
178,SMRT,2,5,21229
178,SMRT,2,6,21219
178,SMRT,2,7,21209
178,SMRT,2,8,21279
178,SMRT,2,9,21199
178,SMRT,2,10,21189
178,SMRT,2,11,21179
178,SMRT,2,12,21029
178,SMRT,2,13,21019
178,SMRT,2,14,20089
178,SMRT,2,15,20069
178,SMRT,2,16,20271
178,SMRT,2,17,28221
178,SMRT,2,18,28231
178,SMRT,2,19,28241
178,SMRT,2,20,28251
178,SMRT,2,21,28261
178,SMRT,2,22,28271
178,SMRT,2,23,28281
178,SMRT,2,24,28291
178,SMRT,2,25,43459
178,SMRT,2,26,43349
178,SMRT,2,27,43539
178,SMRT,2,28,43409
178,SMRT,2,29,43411
178,SMRT,2,30,43179
178,SMRT,2,31,43189
178,SMRT,2,32,43199
178,SMRT,2,33,43209
178,SMRT,2,34,43639
178,SMRT,2,35,43021
178,SMRT,2,36,43041
178,SMRT,2,37,43051
178,SMRT,2,38,43061
178,SMRT,2,39,43071
178,SMRT,2,40,43081
178,SMRT,2,41,43091
178,SMRT,2,42,43111
178,SMRT,2,43,44011
178,SMRT,2,44,44021
178,SMRT,2,45,44041
178,SMRT,2,46,44051
178,SMRT,2,47,43991
178,SMRT,2,48,44061
178,SMRT,2,49,45011
178,SMRT,2,50,45021
178,SMRT,2,51,45031
178,SMRT,2,52,45041
178,SMRT,2,53,45051
178,SMRT,2,54,45061
178,SMRT,2,55,45071
178,SMRT,2,56,45091
178,SMRT,2,57,45101
178,SMRT,2,58,45111
178,SMRT,2,59,45121
178,SMRT,2,60,45131
178,SMRT,2,61,46389
178,SMRT,2,62,46499
178,SMRT,2,63,46519
178,SMRT,2,64,46509
178,SMRT,2,65,46069
178,SMRT,2,66,46088
178,SMRT,2,67,46111
178,SMRT,2,68,46201
178,SMRT,2,69,46189
178,SMRT,2,70,46191
178,SMRT,2,71,46299
178,SMRT,2,72,46009
178A,SMRT,1,1,46009
178A,SMRT,1,2,46291
178A,SMRT,1,3,46199
178A,SMRT,1,4,46181
178A,SMRT,1,5,46209
178A,SMRT,1,6,46709
178A,SMRT,1,7,46119
178A,SMRT,1,8,46091
178A,SMRT,1,9,46059
178A,SMRT,1,10,46049
178A,SMRT,1,11,46039
178A,SMRT,1,12,46029
178A,SMRT,1,13,45139
179,SBST,1,1,22009
179,SBST,1,2,22501
179,SBST,1,3,22511
179,SBST,1,4,22521
179,SBST,1,5,22451
179,SBST,1,6,27301
179,SBST,1,7,27321
179,SBST,1,8,27281
179,SBST,1,9,27291
179,SBST,1,10,27311
179,SBST,1,11,27061
179,SBST,1,12,27211
179,SBST,1,13,27221
179,SBST,1,14,27231
179,SBST,1,15,27241
179,SBST,1,16,27251
179,SBST,1,17,27261
179,SBST,1,18,27329
179,SBST,1,19,27309
179,SBST,1,20,22459
179,SBST,1,21,22529
179,SBST,1,22,22519
179,SBST,1,23,22509
179,SBST,1,24,22009
179A,SBST,1,1,22009
179A,SBST,1,8,27281
179A,SBST,1,9,27291
179A,SBST,1,10,27311
179A,SBST,1,11,27061
179A,SBST,1,12,27211
179A,SBST,1,13,27221
179A,SBST,1,14,27231
179A,SBST,1,15,27241
179A,SBST,1,16,27251
179A,SBST,1,17,27261
179A,SBST,1,24,22009
17A,GAS,1,1,84009
17A,GAS,1,2,84301
17A,GAS,1,3,84311
17A,GAS,1,4,84321
17A,GAS,1,5,84341
17A,GAS,1,6,84221
17A,GAS,1,7,84251
17A,GAS,1,8,84261
17A,GAS,1,9,84271
17A,GAS,1,10,84591
18,SBST,1,1,75019
18,SBST,1,2,76559
18,SBST,1,3,76191
18,SBST,1,4,76201
18,SBST,1,5,76211
18,SBST,1,6,76221
18,SBST,1,7,76231
18,SBST,1,8,76469
18,SBST,1,9,76439
18,SBST,1,10,76449
18,SBST,1,11,76459
18,SBST,1,12,76419
18,SBST,1,13,76109
18,SBST,1,14,76099
18,SBST,1,15,76089
18,SBST,1,16,76079
18,SBST,1,17,75059
18,SBST,1,18,75069
18,SBST,1,19,75349
18,SBST,1,20,84209
18,SBST,1,22,84349
18,SBST,1,23,84331
18,SBST,1,24,84009
18,SBST,1,25,84339
18,SBST,1,26,84341
18,SBST,1,27,84521
18,SBST,1,28,84201
18,SBST,1,29,75341
18,SBST,1,30,75061
18,SBST,1,31,75051
18,SBST,1,32,76071
18,SBST,1,33,76081
18,SBST,1,34,76091
18,SBST,1,35,76101
18,SBST,1,36,76411
18,SBST,1,37,76451
18,SBST,1,38,76441
18,SBST,1,39,76431
18,SBST,1,40,76461
18,SBST,1,41,76239
18,SBST,1,42,76229
18,SBST,1,43,76219
18,SBST,1,44,76209
18,SBST,1,45,76199
18,SBST,1,46,76551
18,SBST,1,47,75019
180,SMRT,1,1,22009
180,SMRT,1,2,22499
180,SMRT,1,3,21699
180,SMRT,1,4,21689
180,SMRT,1,5,28099
180,SMRT,1,6,28379
180,SMRT,1,7,28369
180,SMRT,1,8,28359
180,SMRT,1,9,28349
180,SMRT,1,10,28281
180,SMRT,1,11,28291
180,SMRT,1,12,43459
180,SMRT,1,13,43761
180,SMRT,1,14,43751
180,SMRT,1,15,43781
180,SMRT,1,16,43771
180,SMRT,1,17,43671
180,SMRT,1,18,44171
180,SMRT,1,19,44161
180,SMRT,1,20,44151
180,SMRT,1,21,44131
180,SMRT,1,22,44141
180,SMRT,1,24,44029
180,SMRT,1,25,45009
